author,title,chapter_counter,scene_id,annotation,speaker,loudness,sound_event,verb_noun_lemmas
"Reuter, Gabriele",Aus guter Familie,2.12,122,character_sound,unspecified,4,und lachte scharf und laut,lachen
"Reuter, Gabriele",Aus guter Familie,2.12,122,character_sound,Agathe,3,Sie fragte,fragen
"Reuter, Gabriele",Aus guter Familie,2.12,122,character_sound,Herr von Woszenski,2,sagte Woszenski leise,sagen
"Reuter, Gabriele",Aus guter Familie,2.12,122,character_sound,Herr von Woszenski,3,Er seufzte tief,seufzen
"Reuter, Gabriele",Aus guter Familie,2.12,122,character_sound,Agathe,0,die Agathe schweigend und lange betrachtet hatte,"betrachten, haben"
"Reuter, Gabriele",Aus guter Familie,2.12,122,character_sound,Lutz,3,nannte Lutz einmal den grüblerischen Künstler,"nennen, Lutz, grüblerisch, Künstler"
"Reuter, Gabriele",Aus guter Familie,2.12,non-scene,character_sound,Agathe,1,das Herz klopfte ihr,"Herz, klopfen"
"Reuter, Gabriele",Aus guter Familie,2.12,non-scene,ambient_sound,ambient,0,es drang kein Laut zu ihr,"drang, Laut"
"Reuter, Gabriele",Aus guter Familie,2.12,non-scene,ambient_sound,ambient,3,und lauschte auf das harte Plätschern des Springbrunnens vor ihrem Fenster,"lauschen, hart, Plätschern, Springbrunnen, Fenster"
"Reuter, Gabriele",Aus guter Familie,2.12,non-scene,ambient_sound,ambient,3,Immer das gleiche harte Plätschern,"gleich, hart, Plätscher"
"Reuter, Gabriele",Aus guter Familie,2.12,non-scene,character_sound,Martin,3,um den er sie bat,bitten
"Reuter, Gabriele",Aus guter Familie,2.12,non-scene,ambient_sound,ambient,4,Abends entluden sich schwere Gewitter,"entluden, schwer, Gewitter"
"Reuter, Gabriele",Aus guter Familie,2.12,non-scene,ambient_sound,ambient,4,schwebte über dem wilden rauschenden Bergwasser,"schweben, wild, rauschend, Bergwasser"
"Reuter, Gabriele",Aus guter Familie,2.12,non-scene,ambient_sound,ambient,0,"Sie sah die Felsenberge an in ihrer stummen, gewaltigen Größe","sehen, Felsenberge, stumm, gewaltig, Größe"
"Reuter, Gabriele",Aus guter Familie,2.12,non-scene,ambient_sound,ambient,0,Die Felsen schwiegen in steinerner Ruhe,"Fels, Schwiege, Ruhe"
"Reuter, Gabriele",Aus guter Familie,2.12,non-scene,ambient_sound,ambient,3,das Wasser brauste hinab zum See,"Wasser, brausen, See"
"Reuter, Gabriele",Aus guter Familie,2.12,non-scene,ambient_sound,ambient,0,Sie gaben Agathe keine Antwort,"geben, Agathe, Antwort"
"Reuter, Gabriele",Aus guter Familie,2.13,124,character_sound,Mann,3,der ihn kürzlich angeredet hatte,"anreden, haben"
"Reuter, Gabriele",Aus guter Familie,2.13,124,ambient_sound,ambient,4,rief der Student eifrig,"rufen, Student"
"Reuter, Gabriele",Aus guter Familie,2.13,124,character_sound,Herr Heidling,3,fragte der Regierungsrat,"fragen, Regierungsrat"
"Reuter, Gabriele",Aus guter Familie,2.13,124,character_sound,Mann,3,sagte der Professor,"sagen, Professor"
"Reuter, Gabriele",Aus guter Familie,2.13,124,character_sound,Agathe,4,rief Agathe mit der plötzlichen Lebhaftigkeit,"rufen, plötzlich, Lebhaftigkeit"
"Reuter, Gabriele",Aus guter Familie,2.13,124,character_sound,Herr Heidling,3,erklärte Regierungsrat Heidling obenhin,"erklären, Regierungsrat"
"Reuter, Gabriele",Aus guter Familie,2.13,124,character_sound,Herr Heidling,3,sagte er,sagen
"Reuter, Gabriele",Aus guter Familie,2.13,124,character_sound,Herr Heidling,3,erkundigte sich der Regierungsrat,"erkundigen, Regierungsrat"
"Reuter, Gabriele",Aus guter Familie,2.13,124,ambient_sound,ambient,3,meinte der Student,"meinen, Student"
"Reuter, Gabriele",Aus guter Familie,2.13,124,character_sound,Mann,4,rief der Professor lebhaft,"rufen, Professor"
"Reuter, Gabriele",Aus guter Familie,2.13,124,character_sound,Herr Heidling,3,bemerkte der Regierungsrat ausweichend,"bemerken, Regierungsrat"
"Reuter, Gabriele",Aus guter Familie,2.13,125,character_sound,Agathe,0,Der Nachmittag wurde ihr lang bei dem stillen Warten,"Nachmittag, werden, still, Wart"
"Reuter, Gabriele",Aus guter Familie,2.13,125,ambient_sound,ambient,4,und unterhielten sich lachend,unterhieln
"Reuter, Gabriele",Aus guter Familie,2.13,125,ambient_sound,ambient,3,hörte Agathe den Aeltesten sagen,"hören, Aeltest, sagen"
"Reuter, Gabriele",Aus guter Familie,2.13,125,ambient_sound,ambient,3,sagte der Student von ihm,"sagen, Student"
"Reuter, Gabriele",Aus guter Familie,2.13,126,character_sound,mixed,4,"Lachend, bewegt und erhitzt standen sie voreinander","bewegen, stehen, voreinand"
"Reuter, Gabriele",Aus guter Familie,2.13,126,character_sound,Martin,3,behauptete er kühn,behaupten
"Reuter, Gabriele",Aus guter Familie,2.13,126,character_sound,Agathe,3,antwortete Agathe erstaunt,antworten
"Reuter, Gabriele",Aus guter Familie,2.13,126,ambient_sound,ambient,3,da sagt mir die Kellnerin,"sagen, Kellnerin"
"Reuter, Gabriele",Aus guter Familie,2.13,126,character_sound,Agathe,4,rief Agathe,rufen
"Reuter, Gabriele",Aus guter Familie,2.13,126,ambient_sound,ambient,3,vorhin haben uns ein paar Herren gesagt,"haben, Herr, sagen"
"Reuter, Gabriele",Aus guter Familie,2.13,126,character_sound,Martin,4,Martin Greffinger lachte hell auf,"lachen, Hell"
"Reuter, Gabriele",Aus guter Familie,2.13,126,character_sound,Martin,4,rief Greffinger vergnügt,"rufen, Greffinger, vergnügen"
"Reuter, Gabriele",Aus guter Familie,2.13,127,character_sound,mixed,3,stieß Greffinger mit Agathe an,"stoßen, Greffinger"
"Reuter, Gabriele",Aus guter Familie,2.13,127,character_sound,mixed,3,als sie miteinander den Herwegh deklamierten,"Herwegh, deklamieren"
"Reuter, Gabriele",Aus guter Familie,2.13,non-scene,character_sound,mixed,3,und sprachen mancherlei,sprechen
"Reuter, Gabriele",Aus guter Familie,2.13,non-scene,character_sound,Mann,3,daß er ihren Vater zu weiten Ausflügen beredete,"Vater, weit, Ausflug, bereden"
"Reuter, Gabriele",Aus guter Familie,2.13,non-scene,character_sound,Martin,3,"Aber was er ihr von seinem Leben, seinem Streben und Denken sagte","Leben, Streben, denken, sagen"
"Reuter, Gabriele",Aus guter Familie,2.13,non-scene,character_sound,Agathe,3,Sie konnte ihm selten antworten,"können, antworten"
"Reuter, Gabriele",Aus guter Familie,2.13,non-scene,character_sound,Agathe,3,Darum konnte sie ihm auch viel von dem sagen,"können, sagen"
"Reuter, Gabriele",Aus guter Familie,2.13,128,character_sound,Agathe,3,Aber von dem Verhältnis zu ihrem Vater sprach sie,"Verhältnis, Vater, sprechen"
"Reuter, Gabriele",Aus guter Familie,2.13,128,character_sound,Agathe,3,und er hörte den angesammelten Zorn in ihrer Stimme klingen,"hören, angesammelt, Zorn, Stimme, klingen"
"Reuter, Gabriele",Aus guter Familie,2.13,128,character_sound,Martin,3,antwortete Martin sehr ernst,antworten
"Reuter, Gabriele",Aus guter Familie,2.13,128,character_sound,Agathe,3,klagte Agathe kleinlaut,klagen
"Reuter, Gabriele",Aus guter Familie,2.13,non-scene,character_sound,Martin,0,"Ging er , müde und abgearbeitet, nur schweigend neben ihr",Ging
"Reuter, Gabriele",Aus guter Familie,2.13,non-scene,character_sound,Agathe,3,"so begann sie , ihm vorzuplaudern","beginnen, vorzuplaudern"
"Reuter, Gabriele",Aus guter Familie,2.13,non-scene,character_sound,Agathe,3,Sie konnte mit harmlos-drolligen Bemerkungen,"können, harmlos-drollig, Bemerkung"
"Reuter, Gabriele",Aus guter Familie,2.13,non-scene,character_sound,Martin,4,auch Martin oft zum Lachen reizen,"lachen, reizen"
"Reuter, Gabriele",Aus guter Familie,2.13,129,character_sound,Martin,3,setzte er Agathe auseinander,setzen
"Reuter, Gabriele",Aus guter Familie,2.13,non-scene,ambient_sound,ambient,0,So arbeiteten in dem stillen Bergasyl zwei Welten daran,"arbeiten, still, Bergasyl, Welt"
"Reuter, Gabriele",Aus guter Familie,2.13,non-scene,character_sound,Martin,0,Im Gespräch versank er oft in Nachdenken,"Gespräch, versinken, nachdenken"
"Reuter, Gabriele",Aus guter Familie,2.13,non-scene,character_sound,Martin,0,Er verstand auch zu schweigen bei den sentenziösen Ausfällen des Regierungsrats gegen die Immoralität und die mangelnde Idealität der jungen Generation,"verstehen, schweigen, sentenziös, Ausfälle, Immoralität, mangelnd, Idealität, jung, Generation"
"Reuter, Gabriele",Aus guter Familie,2.13,130,character_sound,Martin,3,sagte er einmal zu Agathe,sagen
"Reuter, Gabriele",Aus guter Familie,2.13,130,character_sound,Martin,3,Endlich machte er ihr den Vorschlag,"machen, Vorschlag"
"Reuter, Gabriele",Aus guter Familie,2.13,130,character_sound,Martin,3,Er brachte es mit einer so ruhigen Stimme vor,"bringen, ruhig, Stimme"
"Reuter, Gabriele",Aus guter Familie,2.13,130,character_sound,Martin,3,in der er auch auf die praktische Seite zu reden kam,"praktisch, Seite, reden, kommen"
"Reuter, Gabriele",Aus guter Familie,2.13,130,character_sound,Agathe,0,Agathe schwieg,schweigen
"Reuter, Gabriele",Aus guter Familie,2.13,130,character_sound,Frau,4,und die Wirtin rief,"Wirtin, rufen"
"Reuter, Gabriele",Aus guter Familie,2.13,non-scene,character_sound,mixed,4,Schweigend kehrten sie heim,kehren
"Reuter, Gabriele",Aus guter Familie,2.13,non-scene,character_sound,Agathe,0,und befragte stumm sein Profil,"befragen, Profil"
"Reuter, Gabriele",Aus guter Familie,2.13,non-scene,character_sound,Martin,0,Aber er ging schweigend voran,gehen
"Reuter, Gabriele",Aus guter Familie,2.13,non-scene,character_sound,Martin,3,Er hatte gesprochen,"haben, sprechen"
"Reuter, Gabriele",Aus guter Familie,2.13,non-scene,character_sound,Martin,3,Jetzt rief Martin ihn mit starker Stimme an,"rufen, stark, Stimme"
"Reuter, Gabriele",Aus guter Familie,2.14,131,character_sound,Agathe,3,klagte Agathe ihrem Vetter,"klagen, Vetter"
"Reuter, Gabriele",Aus guter Familie,2.14,131,character_sound,Martin,4,rief Greffinger,"rufen, Greffinger"
"Reuter, Gabriele",Aus guter Familie,2.14,131,character_sound,Martin,4,und lachte herzlich,lachen
"Reuter, Gabriele",Aus guter Familie,2.14,131,character_sound,Agathe,3,Und Agathe hatte ihm selbst den Vorschlag gemacht,"haben, Vorschlag, machen"
"Reuter, Gabriele",Aus guter Familie,2.14,131,character_sound,Martin,4,rief er fröhlich,rufen
"Reuter, Gabriele",Aus guter Familie,2.14,131,character_sound,mixed,3,und schwatzten lustige Thorheiten,"schwatzen, lustig, Thorheit"
"Reuter, Gabriele",Aus guter Familie,2.14,131,character_sound,Martin,3,Martin richtete die verfängliche Frage an Agathe,"richten, verfänglich, Frage"
"Reuter, Gabriele",Aus guter Familie,2.14,131,character_sound,Martin,3,Er erzählte ihr von einem Gymnasiasten,"erzählen, Gymnasiasten"
"Reuter, Gabriele",Aus guter Familie,2.14,131,character_sound,Martin,3,fügte nur hinzu,fügen
"Reuter, Gabriele",Aus guter Familie,2.14,132,character_sound,Martin,3,Martin versprach ihr,versprechen
"Reuter, Gabriele",Aus guter Familie,2.14,132,character_sound,Agathe,3,Darüber geriet Agathe ins Kichern wie ein Schulmädchen,"geraten, kichern, Schulmädchen"
"Reuter, Gabriele",Aus guter Familie,2.14,132,ambient_sound,ambient,0,Vor ihnen lag in Totenstille und Mittagsduft die Kette der schneebedeckten Gebirge,"liegen, Totenstille, Mittagsduft, Kette, schneebedeckt, Gebirge"
"Reuter, Gabriele",Aus guter Familie,2.14,132,ambient_sound,ambient,2,"hauchte es zuweilen wie ein kühler, duftender Atemzug über sie hin","hauchen, Kühler, Atemzug"
"Reuter, Gabriele",Aus guter Familie,2.14,132,character_sound,mixed,0,und sie wurden müde und schweigsam im Ruhen und Schauen,"werden, ruhen, schauen"
"Reuter, Gabriele",Aus guter Familie,2.14,132,ambient_sound,ambient,3,und sie zudringlich nötigte,nötigen
"Reuter, Gabriele",Aus guter Familie,2.14,132,ambient_sound,ambient,3,Sie antwortete ungeduldig,antworten
"Reuter, Gabriele",Aus guter Familie,2.14,132,ambient_sound,ambient,4,schalt derb auf ihn ein,"Schalt, Derb"
"Reuter, Gabriele",Aus guter Familie,2.14,132,character_sound,Martin,4,grollte Martin zornig,grollt
"Reuter, Gabriele",Aus guter Familie,2.14,132,ambient_sound,ambient,2,verdrießlich schnaufend fort,
"Reuter, Gabriele",Aus guter Familie,2.14,132,character_sound,mixed,3,und konnten unbefangen schwatzen,"können, unbefangen, schwatzen"
"Reuter, Gabriele",Aus guter Familie,2.14,132,character_sound,Martin,3,und ihr auseinandersetzte,auseinandersetzt
"Reuter, Gabriele",Aus guter Familie,2.14,132,character_sound,Martin,3,fragte er,fragen
"Reuter, Gabriele",Aus guter Familie,2.14,132,character_sound,Agathe,3,Sie sprach ihm davon,sprechen
"Reuter, Gabriele",Aus guter Familie,2.14,132,character_sound,Agathe,3,Was Du mir sagst,sagen
"Reuter, Gabriele",Aus guter Familie,2.14,132,character_sound,Martin,4,rief Martin,rufen
"Reuter, Gabriele",Aus guter Familie,2.14,132,character_sound,Agathe,3,wie Du es mir eben erzählt hast,"erzählen, haben"
"Reuter, Gabriele",Aus guter Familie,2.14,132,character_sound,Martin,3,Er sprach langsam weiter,sprechen
"Reuter, Gabriele",Aus guter Familie,2.14,132,character_sound,Martin,4,Er rief es mit starker Stimme,"rufen, stark, Stimme"
"Reuter, Gabriele",Aus guter Familie,2.14,132,ambient_sound,ambient,3,"Ein feiner, schriller Klang zitterte durch die Mittagsstille","Feiner, schrill, Klang, zitteren, Mittagsstille"
"Reuter, Gabriele",Aus guter Familie,2.14,132,character_sound,Agathe,0,Schweigend versenkte sie sich in dieses Neue,"versenken, neue"
"Reuter, Gabriele",Aus guter Familie,2.14,132,character_sound,mixed,0,sie sprachen kein Wort,"sprechen, Wort"
"Reuter, Gabriele",Aus guter Familie,2.14,132,character_sound,mixed,0,"Lautlos war, während sie abgewendet gegrübelt hatte, eine Verbindung hergestellt zwischen ihm und dem jungen Dinge","sein, abwenden, grübeln, haben, Verbindung, herstellen, jung, Ding"
"Reuter, Gabriele",Aus guter Familie,2.14,132,character_sound,Martin,4,rief er,rufen
"Reuter, Gabriele",Aus guter Familie,2.14,132,character_sound,Martin,2,und flüsterte zutraulich,flüstern
"Reuter, Gabriele",Aus guter Familie,2.14,132,character_sound,mixed,3,sondern begann sich mit der kleinen Schweizerin zu unterhalten,"beginnen, klein, Schweizerin, unterhalten"
"Reuter, Gabriele",Aus guter Familie,2.14,132,character_sound,Martin,3,aber es war ein Unterton in seiner Stimme,"sein, Unterton, Stimme"
"Reuter, Gabriele",Aus guter Familie,2.14,133,character_sound,Martin,3,Am Abend nach dem Essen forderte Martin sie auf,"Abend, Essen, fordern"
"Reuter, Gabriele",Aus guter Familie,2.14,133,character_sound,Martin,3,fügte er mit einem Blick auf die Gerichtsrätin und ihre Tochter hinzu,"fügen, Blick, Gerichtsrätin, Tochter"
"Reuter, Gabriele",Aus guter Familie,2.14,133,character_sound,Frau,3,fragte die Rätin,"fragen, Rätin"
"Reuter, Gabriele",Aus guter Familie,2.14,133,character_sound,Frau,3,fragte die Rätin erstaunt,"fragen, Rätin"
"Reuter, Gabriele",Aus guter Familie,2.14,133,character_sound,Martin,3,"sagte Martin in einem gleichgültigen, höhnischen Ton","sagen, gleichgültig, höhnisch, Ton"
"Reuter, Gabriele",Aus guter Familie,2.14,133,character_sound,Frau,0,daß die Gerichtsrätin kein Wort weiter äußerte,"Gerichtsrätin, Wort, äußern"
"Reuter, Gabriele",Aus guter Familie,2.14,133,ambient_sound,ambient,4,"Ihnen zur Seite brauste in tiefem Bett der Gebirgsbach , von den Gewittergüssen der letzten Wochen angeschwollen, große Aeste und losgerissene Sträucher in seinen tobenden Strudeln mit sich reißend","Seite, brausten, tief, Bett, Gewittergüsse, letzter, Woche, angeschwollen, groß, Aeste, losgerissen, Sträucher, tobend, Strudel"
"Reuter, Gabriele",Aus guter Familie,2.14,133,ambient_sound,ambient,4,Betäubt von dem wilden Toben des Wassers,"Betäubt, wild, Tobe, Wasser"
"Reuter, Gabriele",Aus guter Familie,2.14,133,character_sound,Martin,3,Einmal sagte er,sagen
"Reuter, Gabriele",Aus guter Familie,2.14,134,ambient_sound,ambient,4,Das laute Lärmen des Wassers trennte den Ort von der übrigen Welt,"laut, Lärmen, Wasser, trennen, Ort, übrig, Welt"
"Reuter, Gabriele",Aus guter Familie,2.14,134,ambient_sound,ambient,4,"als befände man sich auf einer Insel mitten in einer wilden, brausenden Flut","befänd, Insel, wild, brausend, Flut"
"Reuter, Gabriele",Aus guter Familie,2.14,134,character_sound,Martin,3,sagte Martin,sagen
"Reuter, Gabriele",Aus guter Familie,2.14,134,character_sound,Agathe,0,Schweigend,
"Reuter, Gabriele",Aus guter Familie,2.14,134,character_sound,Martin,3,Martins Vorwürfe hin,"Martin, Vorwurf"
"Reuter, Gabriele",Aus guter Familie,2.14,134,character_sound,Agathe,3,Er wurde endlich von Agathes Schluchzen unterbrochen,"werden, Schluchze, unterbrechen"
"Reuter, Gabriele",Aus guter Familie,2.14,134,character_sound,Martin,3,sagte er hart,sagen
"Reuter, Gabriele",Aus guter Familie,2.14,134,character_sound,Agathe,4,"langgezogene, röchelnde Schreie drangen aus ihrer Brust","langgezogen, röchelnd, Schrei, dringen, Brust"
"Reuter, Gabriele",Aus guter Familie,2.14,134,ambient_sound,ambient,4,und verloren sich im Brausen des Wassers,"verlieren, Brausen, Wasser"
"Reuter, Gabriele",Aus guter Familie,2.14,134,character_sound,Agathe,4,schrie sie ihn gellend an,schrie
"Reuter, Gabriele",Aus guter Familie,2.14,135,character_sound,Agathe,3,in ihrem Atem keuchte,"Atem, keuchen"
"Reuter, Gabriele",Aus guter Familie,2.14,135,character_sound,Agathe,4,Ein lautes Auflachen,"laut, Auflachen"
"Reuter, Gabriele",Aus guter Familie,2.14,135,character_sound,Agathe,2,Die Zähne schlugen ihr klirrend aufeinander vor Entsetzen,"Zahn, schlagen, entsetzen"
"Reuter, Gabriele",Aus guter Familie,2.14,135,ambient_sound,ambient,4,Dicht neben ihr war das rasende Wasser,"sein, rasend, Wasser"
"Reuter, Gabriele",Aus guter Familie,2.14,135,character_sound,Agathe,3,"Das Keuchen und Arbeiten in ihrer Brust, das Sausen und Läuten in ihrem Kopfe ließ nach","Keuchen, Arbeit, Brust, Sausen, Läut, kopfe, lassen"
"Reuter, Gabriele",Aus guter Familie,2.14,135,character_sound,Agathe,3,lallte sie,lallen
"Reuter, Gabriele",Aus guter Familie,2.14,135,character_sound,Agathe,0,Schreckendurchschüttelt stand sie atemlos,stehen
"Reuter, Gabriele",Aus guter Familie,2.14,135,ambient_sound,ambient,4,und hörte das Sprachen des Donners,"hören, Sprachen, Donner"
"Reuter, Gabriele",Aus guter Familie,2.14,135,character_sound,Agathe,3,sie hatte es doch versprochen,"haben, versprechen"
"Reuter, Gabriele",Aus guter Familie,2.14,135,ambient_sound,ambient,4,und ließ sich vom Brausen des Wassers betäuben,"lassen, Brausen, Wasser, betäuben"
"Reuter, Gabriele",Aus guter Familie,2.14,136,character_sound,Agathe,0,stand sie vor der Thür des Hotels still,"stehen, Thür, Hotel"
"Reuter, Gabriele",Aus guter Familie,2.14,136,character_sound,Agathe,2,Leise öffnete sie,öffnen
"Reuter, Gabriele",Aus guter Familie,2.14,136,character_sound,Martin,4,rief er ihr entgegen,rufen
"Reuter, Gabriele",Aus guter Familie,2.15,137,character_sound,Agathe,2,und weint,weinen
"Reuter, Gabriele",Aus guter Familie,2.15,138,character_sound,Agathe,3,verfiel sie in einen Weinkrampf,"verfiel, Weinkrampf"
"Reuter, Gabriele",Aus guter Familie,2.15,138,character_sound,Arzt,3,Und der Doktor erklärte,"Doktor, erklären"
"Reuter, Gabriele",Aus guter Familie,2.15,138,character_sound,Eugenie,3,sagte Eugenie,"sagen, Eugenie"
"Reuter, Gabriele",Aus guter Familie,2.15,138,character_sound,Agathe,3,flehte Agathe ihren Vater an,"fleht, Vater"
"Reuter, Gabriele",Aus guter Familie,2.15,138,character_sound,Herr Heidling,3,Der Regierungsrat seufzte tief,"Regierungsrat, seufzen"
"Reuter, Gabriele",Aus guter Familie,2.15,138,character_sound,Eugenie,3,sagte Eugenie energisch,"sagen, Eugenie"
"Reuter, Gabriele",Aus guter Familie,2.15,138,character_sound,Eugenie,3,Und dann doch wieder das beständige Geplauder,"beständig, Geplauder"
"Reuter, Gabriele",Aus guter Familie,2.15,138,character_sound,Eugenie,3,Oder Eugenie suchte durch geschickte Fragen zu ergründen,"Eugenie, suchen, geschickt, Frage, ergründ"
"Reuter, Gabriele",Aus guter Familie,2.15,139,character_sound,Agathe,3,erklärte Agathe schon nach der ersten Sprechstunde,"erklären, erster, Sprechstunde"
"Reuter, Gabriele",Aus guter Familie,2.15,non-scene,character_sound,Martin,3,hatte er zu ihr gesagt,"haben, sagen"
"Reuter, Gabriele",Aus guter Familie,2.15,non-scene,character_sound,Martin,3,und sein Ton kühl,Ton
"Reuter, Gabriele",Aus guter Familie,2.15,non-scene,character_sound,Agathe,0,Sie hatte ihm keine Antwort gegeben,"haben, Antwort, geben"
"Reuter, Gabriele",Aus guter Familie,2.15,non-scene,character_sound,Agathe,2,Sie begann wieder zu weinen,"beginnen, weinen"
"Reuter, Gabriele",Aus guter Familie,2.15,non-scene,character_sound,Agathe,4,Agathe lachte in der Einsamkeit,"lachen, Einsamkeit"
"Reuter, Gabriele",Aus guter Familie,2.15,140,character_sound,Agathe,0,"Agathe starrte ihr schweigend, drohend in die Augen","starren, Auge"
"Reuter, Gabriele",Aus guter Familie,2.15,140,character_sound,Eugenie,4,rief die junge Frau Heidling,"rufen, jung, Frau"
"Reuter, Gabriele",Aus guter Familie,2.15,140,character_sound,Eugenie,4,Ein gellender Schrei,"gellend, Schrei"
"Reuter, Gabriele",Aus guter Familie,2.15,140,ambient_sound,ambient,4,ein wilder Lärm,"wild, Lärm"
"Reuter, Gabriele",Aus guter Familie,2.15,140,character_sound,Eugenie,4,und der Ruf : Zu Hilfe! Hilfe …!,"Ruf, Hilfe, Hilfe"
"Reuter, Gabriele",Aus guter Familie,2.15,140,character_sound,Agathe,4,Sie lachte,lachen
"Reuter, Gabriele",Aus guter Familie,2.15,140,character_sound,Agathe,4,sie schrie,schreien
"Reuter, Gabriele",Aus guter Familie,2.15,140,character_sound,Agathe,4,und stieß irre Worte aus,"stoßen, irr, Wort"
"Reuter, Gabriele",Aus guter Familie,2.15,non-scene,ambient_sound,ambient,3,und besprachen das Geschehene,"besprachen, Geschehene"
"Reuter, Gabriele",Aus guter Familie,2.15,non-scene,ambient_sound,ambient,2,Und man flüsterte schaudernd,flüstern
"Reuter, Gabriele",Aus guter Familie,2.15,non-scene,character_sound,Eugenie,2,"und gab mit halblauter, mitleidig-ernster Stimme Auskunft","geben, halblauter, mitleidig-ernster, Stimme, Auskunft"
"Reuter, Gabriele",Aus guter Familie,2.15,non-scene,character_sound,Eugenie,2,flüsterte sie Lisbeth Wendhagen zu,"flüstern, Wendhag"
"Reuter, Gabriele",Aus guter Familie,2.15,non-scene,character_sound,Agathe,3,die arme Agathe beschuldigte sich,"arm, beschuldigen"
"Reuter, Gabriele",Aus guter Familie,2.15,non-scene,character_sound,Agathe,3,Und sie nannte sich mit Namen,"nennen, Name"
"Reuter, Gabriele",Aus guter Familie,2.15,non-scene,character_sound,Agathe,3,"brauchte Ausdrücke, als ob ein böser Geist aus ihr redete","braucht, Ausdrück, böse, Geist, redet"
"Reuter, Gabriele",Aus guter Familie,2.15,non-scene,character_sound,Eugenie,2,"wo sie der kleinen Spielgefährtin die von den Cigarrenarbeitern und Dienstboten erlauschten, unreinen Geheimnisse ins Ohr geflüstert","klein, Spielgefährtin, Cigarrenarbeiter, Dienstbot, erlauschten, unrein, Geheimnis, Ohr"
"Reuter, Gabriele",Aus guter Familie,2.15,non-scene,ambient_sound,ambient,3,Weil die Aerzte dem Regierungsrat gesagt haben,"Aerzt, Regierungsrat, sagen, haben"
"Reuter, Gabriele",Aus guter Familie,2.15,non-scene,character_sound,Herr Heidling,3,erzählt er ihr,erzählen
"Reuter, Gabriele",Aus guter Familie,2.15,non-scene,character_sound,mixed,0,So leben sie still nebeneinander hin,leben
"Reuter, Gabriele",Aus guter Familie,2.15,non-scene,character_sound,Agathe,3,Sie seufzt oft,seufzt
"Reuter, Gabriele",Aus guter Familie,2.15,non-scene,ambient_sound,ambient,4,wenn sie Musik hört,"Musik, hören"
