,author,title,chapter_counter,scene_id,annotation,speaker,loudness,sound_event,verb_noun_lemmas
236,"Fontane, Theodor",Effi Briest,10,41,character_sound,Effi,3,und sagte,sagen
237,"Fontane, Theodor",Effi Briest,10,41,character_sound,Effi,3,Ich sage wir,sagen
238,"Fontane, Theodor",Effi Briest,10,41,character_sound,Innstetten,4,lachte Innstetten,"lachter, Innstett"
239,"Fontane, Theodor",Effi Briest,10,41,character_sound,Johanna,0,Kein Wort hat sie mir erzählt,"Wort, haben, erzählen"
240,"Fontane, Theodor",Effi Briest,10,41,character_sound,Effi,0,Effi schwieg,schweigen
241,"Fontane, Theodor",Effi Briest,10,42,character_sound,Effi,3,und las,lesen
242,"Fontane, Theodor",Effi Briest,10,42,character_sound,Innstetten,3,sagte Innstetten,"sagen, Innstett"
243,"Fontane, Theodor",Effi Briest,10,42,character_sound,Effi,3,fragte Effi,"fragt, Effi"
244,"Fontane, Theodor",Effi Briest,10,42,character_sound,Effi,3,daß Du ja gesagt hast und so rasch und ohne Besinnen,"sagen, haben, Besin"
245,"Fontane, Theodor",Effi Briest,10,42,character_sound,Innstetten,3,und nun möcht ich Dir noch einen Vorschlag machen,"möcht, Vorschlag, machen"
246,"Fontane, Theodor",Effi Briest,10,42,character_sound,Effi,4,Und sie lachte hell auf,"lachen, Hell"
247,"Fontane, Theodor",Effi Briest,10,42,character_sound,Effi,3,fuhr sie fort,fahren
248,"Fontane, Theodor",Effi Briest,10,42,character_sound,Innstetten,0,als Innstetten noch immer schwieg,"Innstett, schweigen"
249,"Fontane, Theodor",Effi Briest,10,43,character_sound,mixed,3,daß sie dies Gespräch führten,"Gespräch, führen"
250,"Fontane, Theodor",Effi Briest,10,43,character_sound,Innstetten,3,Innstetten aber sagte zu Kruse,"Innstett, sagen, Kruse"
251,"Fontane, Theodor",Effi Briest,10,43,character_sound,Effi,3,fragte Effi,"fragt, Effi"
252,"Fontane, Theodor",Effi Briest,10,43,character_sound,Effi,3,und fragte mit anscheinender Ruhe,"fragen, anscheinend, Ruhe"
253,"Fontane, Theodor",Effi Briest,10,43,character_sound,Effi,3,Ich bitte Dich,bitte
254,"Fontane, Theodor",Effi Briest,10,43,character_sound,Gieshübler,3,sagte mir Gieshübler,"sagen, Gieshübler"
255,"Fontane, Theodor",Effi Briest,10,43,character_sound,Effi,4,Effi lachte,lachen
256,"Fontane, Theodor",Effi Briest,10,43,character_sound,Innstetten,3,und sagte,sagen
257,"Fontane, Theodor",Effi Briest,10,43,character_sound,Effi,3,sagte sie,sagen
258,"Fontane, Theodor",Effi Briest,11,44,character_sound,Innstetten,4,rief Innstetten den von Zeit zu Zeit erscheinenden und nach der Ordnung sehenden Wirt heran,"rufen, Innstett, Zeit, Zeit, erscheinenden, Ordnung, sehend, Wirt"
259,"Fontane, Theodor",Effi Briest,11,44,character_sound,Innstetten,3,und bat ihn,bitten
260,"Fontane, Theodor",Effi Briest,11,44,character_sound,mixed,3,Nach diesem Geplänkel,Geplänkel
261,"Fontane, Theodor",Effi Briest,11,44,character_sound,Golchowski,3,sagte Golchowski,sagen
262,"Fontane, Theodor",Effi Briest,11,44,character_sound,Innstetten,3,sagte Innstetten,"sagen, Innstett"
263,"Fontane, Theodor",Effi Briest,11,44,ambient_sound,ambient,4,wenn nicht in eben diesem Augenblicke die von der Bahn her herüberklingende Signalglocke einen bald eintreffenden Zug angemeldet hätte,"Augenblick, Bahn, herüberklingend, Signalglocke, eintreffend, Zug, anmelden, haben"
264,"Fontane, Theodor",Effi Briest,11,44,character_sound,Effi,3,sagte Effi,sagen
265,"Fontane, Theodor",Effi Briest,11,45,character_sound,Innstetten,3,sagte Innstetten,"sagen, Innstett"
266,"Fontane, Theodor",Effi Briest,11,45,character_sound,Effi,0,Sie sagte nichts,sagen
267,"Fontane, Theodor",Effi Briest,11,45,ambient_sound,ambient,4,als der Zug vorbeijagte,"Zug, vorbeijagen"
268,"Fontane, Theodor",Effi Briest,11,46,character_sound,Effi,3,Nach der Vorstellung aber sagte sie,"Vorstellung, sagen"
269,"Fontane, Theodor",Effi Briest,11,46,character_sound,Effi,3,Ich bitte Sie nunmehro,bitte
270,"Fontane, Theodor",Effi Briest,11,46,character_sound,Trippelli,3,"All dies wurde seitens der Trippelli mit eben so viel Bonhommie wie Sicherheit hingesprochen, in einem Tone, der ausdrücken sollte","werden, Trippelli, Bonhommie, Sicherheit, hingesprochen, Tone, ausdrücken, sollen"
271,"Fontane, Theodor",Effi Briest,11,46,character_sound,Gieshübler,3,nahm er das Wort,"nehmen, Wort"
272,"Fontane, Theodor",Effi Briest,11,46,character_sound,Trippelli,3,ich bitte Sie,bitte
273,"Fontane, Theodor",Effi Briest,11,46,character_sound,Gieshübler,3,nahm er also das Wort,"nehmen, Wort"
274,"Fontane, Theodor",Effi Briest,11,46,character_sound,Trippelli,3,Ich bitte Sie,bitte
275,"Fontane, Theodor",Effi Briest,11,46,character_sound,Effi,3,sagte sie,sagen
276,"Fontane, Theodor",Effi Briest,11,46,character_sound,Effi,3,antwortete sie befangen,"antworten, befangen"
277,"Fontane, Theodor",Effi Briest,11,46,character_sound,Trippelli,3,ich bitte Sie,bitte
278,"Fontane, Theodor",Effi Briest,11,47,ambient_sound,ambient,4,und während der Pastor begleitete,"Pastor, begleiten"
279,"Fontane, Theodor",Effi Briest,11,47,character_sound,Trippelli,4,sang sie den Olaf mit großer Sicherheit und Bravour,"singen, Olaf, groß, Sicherheit, Bravour"
280,"Fontane, Theodor",Effi Briest,11,47,ambient_sound,ambient,4,und erntete allgemeinen Beifall,"erntet, allgemein, Beifall"
281,"Fontane, Theodor",Effi Briest,11,47,character_sound,Trippelli,4,die sie mit eben so viel Virtuosität wie Seelenruhe vortrug,"Virtuosität, Seelenruh, vortragen"
282,"Fontane, Theodor",Effi Briest,11,47,character_sound,Trippelli,3,sagte sie,sagen
283,"Fontane, Theodor",Effi Briest,11,47,character_sound,Effi,3,Diese sagte nur,sagen
284,"Fontane, Theodor",Effi Briest,11,47,character_sound,Effi,3,ich versichere Ihnen,versicheren
285,"Fontane, Theodor",Effi Briest,11,47,character_sound,Effi,3,was Sie da schildern und beschreiben,"schildern, beschreiben"
286,"Fontane, Theodor",Effi Briest,11,47,character_sound,Trippelli,3,fuhr die Trippelli fort,"fahren, Trippelli"
287,"Fontane, Theodor",Effi Briest,11,47,character_sound,Mann,3,und doch sagte mir mein Vater,"sagen, Vater"
288,"Fontane, Theodor",Effi Briest,12,48,character_sound,Effi,3,Schon bald nach Zehn hatte Effi zu Gieshübler gesagt,"haben, Gieshübler, sagen"
289,"Fontane, Theodor",Effi Briest,12,48,character_sound,Trippelli,3,hatte mit der ihr eigenen ungenierten Beredsamkeit gegen solche zarte Rücksichtsnahme protestiert,"haben, eigen, ungeniert, Beredsamkeit, zart, Rücksichtsnahme, protestieren"
290,"Fontane, Theodor",Effi Briest,12,49,character_sound,Trippelli,3,Nach dieser Erklärung der Trippelli,"Erklärung, Trippelli"
291,"Fontane, Theodor",Effi Briest,12,49,character_sound,mixed,3,Man trennte sich heiter und herzlich,trennen
292,"Fontane, Theodor",Effi Briest,12,49,character_sound,Trippelli,3,so schließlich auch nach ihrer kirchlichen Richtung gefragt,"kirchlich, Richtung, fragen"
293,"Fontane, Theodor",Effi Briest,12,49,character_sound,Innstetten,3,und erzählte seinerseits,erzählen
294,"Fontane, Theodor",Effi Briest,12,49,character_sound,Trippelli,3,worauf die Trippelli leichthin und nur mit Betonung der zweiten Satzhälfte geantwortet habe,"Trippelli, Betonung, zweiter, Satzhälft, antworten, haben"
295,"Fontane, Theodor",Effi Briest,12,51,character_sound,Effi,3,sagte Effi,sagen
296,"Fontane, Theodor",Effi Briest,12,non-scene,ambient_sound,ambient,2,Einige tuschelten sogar,tuschelt
297,"Fontane, Theodor",Effi Briest,12,53,ambient_sound,ambient,0,Es war ganz still im Hause,"sein, Haus"
298,"Fontane, Theodor",Effi Briest,12,53,ambient_sound,ambient,3,als die guten Flemming'schen Damen sich neulich nach allem Möglichen erkundigten,"gut, Flemming'schen, Dame, Möglich, erkundigen"
299,"Fontane, Theodor",Effi Briest,12,53,character_sound,Effi,3,daß ich recht dumm geantwortet habe,"antworten, haben"
300,"Fontane, Theodor",Effi Briest,12,53,character_sound,Innstetten,3,Er verlangte von mir,verlangen
301,"Fontane, Theodor",Effi Briest,12,53,character_sound,Mann,3,Unser Arzt sagt,"Arzt, sagen"
302,"Fontane, Theodor",Effi Briest,12,53,character_sound,Innstetten,3,hat auch eingewilligt,"haben, eingewilligen"
303,"Fontane, Theodor",Effi Briest,13,non-scene,character_sound,Effi,2,und sagte leise,sagen
304,"Fontane, Theodor",Effi Briest,13,non-scene,character_sound,Mann,3,von denen er die meisten beanstandete,beanstanden
305,"Fontane, Theodor",Effi Briest,13,non-scene,character_sound,unspecified,3,Zuletzt sprach er von den Wahlen,"sprechen, Wahl"
306,"Fontane, Theodor",Effi Briest,13,non-scene,character_sound,Innstetten,3,so bat er Effi,bitten
307,"Fontane, Theodor",Effi Briest,13,non-scene,ambient_sound,ambient,0,und wenn alles still bleibt,bleiben
308,"Fontane, Theodor",Effi Briest,13,54,character_sound,Innstetten,3,wie mir Innstetten erzählt,"Innstett, erzählen"
309,"Fontane, Theodor",Effi Briest,13,54,character_sound,Effi,3,Nachher sprach auch ich ihn,sprechen
310,"Fontane, Theodor",Effi Briest,13,non-scene,character_sound,mixed,3,es kam aber über kurze Begrüßungen nicht hinaus,"kommen, kurz, Begrüßung"
311,"Fontane, Theodor",Effi Briest,13,55,character_sound,Effi,3,und sagte,sagen
312,"Fontane, Theodor",Effi Briest,13,55,character_sound,Innstetten,3,Innstetten versprach auch alles,"Innstett, versprechen"
313,"Fontane, Theodor",Effi Briest,13,55,character_sound,Innstetten,3,und fragte statt dessen,fragen
314,"Fontane, Theodor",Effi Briest,13,55,character_sound,Innstetten,4,lachte Innstetten,"lachter, Innstett"
315,"Fontane, Theodor",Effi Briest,13,non-scene,character_sound,mixed,3,daß Innstetten und Effi dies Gespräch hatten,"Innstett, Gespräch, haben"
316,"Fontane, Theodor",Effi Briest,13,non-scene,character_sound,Johanna,3,und gab Antwort auf ziemlich alles,"geben, Antwort"
317,"Fontane, Theodor",Effi Briest,13,56,character_sound,Frau,3,der sehr heftig schluchzenden Hauswirtin aber,"schluchzend, Hauswirtin"
318,"Fontane, Theodor",Effi Briest,13,57,ambient_sound,ambient,3,aber hier draußen um sie her war alles still und leer,sein
319,"Fontane, Theodor",Effi Briest,13,57,ambient_sound,ambient,3,während es am Ufer in kleinen Wellen brandete,"Ufer, klein, Welle, branden"
320,"Fontane, Theodor",Effi Briest,13,57,character_sound,Effi,4,Dann aber lachte sie wieder,lachen
321,"Fontane, Theodor",Effi Briest,13,58,ambient_sound,ambient,3,In dem Eßsaal hörte sie das Geklapper des Geschirrs,"Eßsaal, hören, Geklapper, Geschirr"
322,"Fontane, Theodor",Effi Briest,13,58,ambient_sound,ambient,0,Es war so still und schön,sein
323,"Fontane, Theodor",Effi Briest,13,58,character_sound,Effi,3,sagte Effi,sagen
324,"Fontane, Theodor",Effi Briest,13,58,character_sound,Roswitha,3,Und ich habe mit der Alten immer von Ihnen gesprochen,"haben, alte, sprechen"
325,"Fontane, Theodor",Effi Briest,13,58,character_sound,Frau,3,"aber so lange sie noch reden konnte, redete sie immerzu","reden, können, reden"
326,"Fontane, Theodor",Effi Briest,13,58,ambient_sound,ambient,3,und haben mir barsch und unfreundlich und mit allerlei Redensarten meinen Lohn ausgezahlt,"haben, Redensart, Lohn, auszahlen"
327,"Fontane, Theodor",Effi Briest,13,58,character_sound,Roswitha,0,Als sie jetzt schwieg,schweigen
328,"Fontane, Theodor",Effi Briest,13,58,character_sound,Effi,3,sagte Effi,sagen
329,"Fontane, Theodor",Effi Briest,13,58,character_sound,Effi,3,wiederholte Effi den Namen,"wiederholen, Name"
330,"Fontane, Theodor",Effi Briest,13,58,character_sound,Effi,3,Ich will Sie was fragen,"wollen, fragen"
331,"Fontane, Theodor",Effi Briest,13,58,character_sound,Roswitha,2,brummelte was vor sich hin,brummelten
332,"Fontane, Theodor",Effi Briest,14,59,character_sound,Effi,3,und sagte,sagen
333,"Fontane, Theodor",Effi Briest,14,59,character_sound,Innstetten,3,sagte rasch und in guter Laune,"sagen, gut, Laune"
334,"Fontane, Theodor",Effi Briest,14,59,character_sound,Effi,3,und sagte,sagen
335,"Fontane, Theodor",Effi Briest,14,60,character_sound,Effi,3,Am andern Morgen erkundigte sich Effi,"anderer, Morgen, erkundigen"
336,"Fontane, Theodor",Effi Briest,14,60,character_sound,Roswitha,3,fragte diese,fragen
337,"Fontane, Theodor",Effi Briest,14,60,character_sound,Roswitha,4,Roswitha lachte,lachen
338,"Fontane, Theodor",Effi Briest,14,non-scene,character_sound,Effi,4,wenn Effi bei den drastischen Stellen oft laut lachte,"drastisch, Stelle, Lachte"
339,"Fontane, Theodor",Effi Briest,14,non-scene,character_sound,Roswitha,0,und verwunderte sich im stillen,"verwunderen, still"
340,"Fontane, Theodor",Effi Briest,14,non-scene,character_sound,Frauen,3,"So verging eine Woche, plauderhaft und beinahe gemütlich","verging, Woche"
341,"Fontane, Theodor",Effi Briest,14,61,character_sound,Arzt,2,Doktor Hannemann patschelte der jungen Frau die Hand,"Doktor, patschelen, jung, Frau, Hand"
342,"Fontane, Theodor",Effi Briest,14,61,character_sound,Arzt,3,und sagte,sagen
343,"Fontane, Theodor",Effi Briest,14,61,ambient_sound,ambient,3,und so wurde schon von Klein-Annie gesprochen,"werden, Klein-Annie, sprechen"
344,"Fontane, Theodor",Effi Briest,14,62,character_sound,Pastor Lindequist,3,Pastor Lindequist ließ Mutter und Kind in einem liebenswürdigen und allseitig bewunderten Toaste leben,"Pastor, lassen, Mutter, Kind, liebenswürdig, bewundert, Toaste, leben"
345,"Fontane, Theodor",Effi Briest,14,62,character_sound,Sidonie,3,"bei welcher Gelegenheit Sidonie v. Grasenabb zu ihrem Nachbar, einem adligen Assessor von der strengen Richtung, bemerkte","Gelegenheit, Nachbar, adlig, Assessor, streng, Richtung, bemerken"
346,"Fontane, Theodor",Effi Briest,14,62,character_sound,Mann,3,Gleich danach nahm auch der alte Herr v. Borcke das Wort,"nehmen, alt, Herr, Borcke, Wort"
347,"Fontane, Theodor",Effi Briest,14,62,character_sound,Innstetten,3,Innstetten dankte ganz kurz,"Innstett, danken"
348,"Fontane, Theodor",Effi Briest,14,62,character_sound,Effi,3,Effi sagte zu dem neben ihr sitzenden Major v. Crampas,"sagen, sitzend, Major"
349,"Fontane, Theodor",Effi Briest,14,62,character_sound,Crampas,3,und riet von einer Anfrage bei dem Justizrat ab,"raten, Anfrage, Justizrat"
350,"Fontane, Theodor",Effi Briest,14,63,character_sound,Crampas,3,sagte Crampas,sagen
351,"Fontane, Theodor",Effi Briest,15,non-scene,character_sound,Effi,2,und sie sagte leise,sagen
352,"Fontane, Theodor",Effi Briest,15,non-scene,character_sound,Effi,3,und erzählte,erzählen
353,"Fontane, Theodor",Effi Briest,15,non-scene,character_sound,Frauen,3,"allem voran aber standen für Effi doch die Plaudereien, die sie beinahe jeden Morgen mit der Mama hatte","stehen, Plaudereium, Morgen, Mama, haben"
354,"Fontane, Theodor",Effi Briest,15,non-scene,character_sound,Roswitha,3,und sang in einem thüringischen Platt allerlei Wiegenlieder,"singen, thüringisch, Platt, Wiegenlieder"
355,"Fontane, Theodor",Effi Briest,15,non-scene,character_sound,Frauen,3,während sie sprachen,sprechen
356,"Fontane, Theodor",Effi Briest,15,64,character_sound,Briest,3,sagte Briest,"sagen, Briest"
357,"Fontane, Theodor",Effi Briest,15,64,character_sound,Briest,4,lachte Briest,"lacht, Briest"
358,"Fontane, Theodor",Effi Briest,15,non-scene,character_sound,mixed,3,und alle Stadt- und Liebesgeschichten in heiterster Stimmung durchgesprochen waren,"Liebesgeschicht, heiterst, Stimmung, durchgesprochen, sein"
359,"Fontane, Theodor",Effi Briest,15,non-scene,character_sound,mixed,3,um drüben ihre Plaudereien mit ihm fortzusetzen,"Plaudereium, fortsetzen"
360,"Fontane, Theodor",Effi Briest,15,non-scene,character_sound,Innstetten,3,und noch einige Anekdoten von der Trippelli zu hören,"Anekdote, hören"
361,"Fontane, Theodor",Effi Briest,15,65,character_sound,Effi,3,Am anderen Morgen sagte sie,"anderer, Morgen, sagen"
362,"Fontane, Theodor",Effi Briest,15,65,character_sound,Effi,3,und sagte,sagen
363,"Fontane, Theodor",Effi Briest,15,65,character_sound,Innstetten,3,Das sagst Du so hin,sagen
364,"Fontane, Theodor",Effi Briest,15,65,character_sound,Innstetten,3,als er das sagte,sagen
365,"Fontane, Theodor",Effi Briest,15,65,character_sound,Innstetten,4,Innstetten lachte,"Innstett, lachen"
366,"Fontane, Theodor",Effi Briest,15,65,character_sound,Innstetten,3,was Du da sagst,sagen
367,"Fontane, Theodor",Effi Briest,15,65,character_sound,Effi,4,lachte Effi,lacht
368,"Fontane, Theodor",Effi Briest,15,65,character_sound,Innstetten,4,rief Innstetten ihm zu,"rufen, Innstett"
369,"Fontane, Theodor",Effi Briest,15,65,character_sound,Innstetten,3,"sagte Innstetten , halb ernst-, halb scherzhaft","sagen, Innstett"
370,"Fontane, Theodor",Effi Briest,15,65,character_sound,Crampas,4,Crampas lachte,lachen
371,"Fontane, Theodor",Effi Briest,15,65,character_sound,Crampas,3,wovon Sie eben gesprochen haben,"sprechen, haben"
372,"Fontane, Theodor",Effi Briest,15,65,character_sound,Crampas,3,wenn ich da eben sagte,sagen
373,"Fontane, Theodor",Effi Briest,15,65,character_sound,Innstetten,4,Innstetten lachte,"Innstett, lachen"
374,"Fontane, Theodor",Effi Briest,15,65,character_sound,Crampas,3,fuhr Crampas fort,fahren
375,"Fontane, Theodor",Effi Briest,16,non-scene,character_sound,Crampas,3,um sich zunächst nach dem Befinden der gnädigen Frau zu erkundigen,"Befinde, gnädig, Frau, erkundigen"
376,"Fontane, Theodor",Effi Briest,16,non-scene,character_sound,mixed,3,und mit ihr ein wenig zu medisieren,medisieren
377,"Fontane, Theodor",Effi Briest,16,non-scene,character_sound,Effi,3,oder sagte,sagen
378,"Fontane, Theodor",Effi Briest,16,66,character_sound,Effi,3,bis Effi plötzlich den Wunsch äußerte,"Wunsch, äußern"
379,"Fontane, Theodor",Effi Briest,16,66,character_sound,Innstetten,3,daß er immer wieder hervorhob,hervorheben
380,"Fontane, Theodor",Effi Briest,16,66,character_sound,Innstetten,3,Innstetten mußte nachgeben,"Innstett, müssen, nachgeben"
381,"Fontane, Theodor",Effi Briest,16,66,character_sound,Crampas,3,als Crampas versicherte,versichern
382,"Fontane, Theodor",Effi Briest,16,67,character_sound,Crampas,3,und Crampas phantasierte von Robbenjagd,phantasieren
383,"Fontane, Theodor",Effi Briest,16,67,character_sound,Innstetten,3,sagte Innstetten,"sagen, Innstett"
384,"Fontane, Theodor",Effi Briest,16,67,character_sound,Crampas,4,lachte der Major,"lachen, Major"
385,"Fontane, Theodor",Effi Briest,16,67,character_sound,Effi,4,Effi klatschte in die Hände,"klatschen, Hand"
386,"Fontane, Theodor",Effi Briest,16,67,character_sound,Effi,3,"und Effi , wie Sie sehen, klatscht Ihnen Beifall","Effi, sehen, klatschen, Beifall"
387,"Fontane, Theodor",Effi Briest,16,67,character_sound,Innstetten,4,lachte dieser,lachte
388,"Fontane, Theodor",Effi Briest,16,67,character_sound,Innstetten,3,Innstetten hielt nur einen seiner kleinen moralischen Vorträge,"Innstett, halten, klein, moralisch, Vortrag"
389,"Fontane, Theodor",Effi Briest,16,67,character_sound,Innstetten,3,sagte er einlenkend,sagen
390,"Fontane, Theodor",Effi Briest,16,67,character_sound,Crampas,3,und sagte in seinem alten Ton,"sagen, alt, Ton"
391,"Fontane, Theodor",Effi Briest,16,non-scene,ambient_sound,ambient,3,und so waren diese Ausflüge bei grauem Himmel und lärmender Brandung fast noch schöner,"sein, Ausflug, grau, Himmel, lärmender, Brandung"
392,"Fontane, Theodor",Effi Briest,16,non-scene,ambient_sound,ambient,2,und der Schleier von Effi's Reithut flatterte im Winde,"Schleier, flatteren, Wind"
393,"Fontane, Theodor",Effi Briest,16,non-scene,ambient_sound,ambient,0,so wurd es still,
394,"Fontane, Theodor",Effi Briest,16,non-scene,character_sound,mixed,3,"die Gespräche, die der Brandungslärm unterbrochen hatte, wieder aufnehmen konnte","Gespräch, Brandungslärm, unterbrechen, haben, aufnehmen, können"
395,"Fontane, Theodor",Effi Briest,16,68,character_sound,Crampas,3,"erzählte dann Kriegs- und Regimentsgeschichten, auch Anekdoten und kleine Charakterzüge von Innstetten","erzählen, Regimentsgeschichte, Anekdote, klein, Charakterzug, Innstett"
396,"Fontane, Theodor",Effi Briest,16,68,character_sound,Effi,3,sagte Effi,sagen
397,"Fontane, Theodor",Effi Briest,16,68,character_sound,Effi,3,sagte Effi,sagen
398,"Fontane, Theodor",Effi Briest,16,68,character_sound,Crampas,3,daß ich ihm auf den Kopf zusagte,"Kopf, zusagen"
399,"Fontane, Theodor",Effi Briest,16,68,character_sound,Effi,0,Effi sagte kein Wort,"sagen, Wort"
400,"Fontane, Theodor",Effi Briest,16,68,character_sound,Effi,0,Sie schweigen,schweigen
401,"Fontane, Theodor",Effi Briest,16,68,character_sound,Crampas,3,Darf ich fragen warum,"dürfen, fragen"
402,"Fontane, Theodor",Effi Briest,16,68,character_sound,Effi,3,Und nun brach Effi ihr Schweigen,"brechen, schweigen"
403,"Fontane, Theodor",Effi Briest,16,68,character_sound,Effi,3,und erzählte,erzählen
404,"Fontane, Theodor",Effi Briest,16,68,character_sound,Crampas,4,lachte Crampas,lachter
405,"Fontane, Theodor",Effi Briest,16,68,character_sound,Effi,3,auf das ich mir eine ernste Antwort erbitte,"ernst, Antwort, Erbitte"
406,"Fontane, Theodor",Effi Briest,16,68,character_sound,Crampas,3,ich bitte um Vergebung,Vergebung
407,"Fontane, Theodor",Effi Briest,16,68,character_sound,Effi,3,sagte Effi,sagen
408,"Fontane, Theodor",Effi Briest,17,69,ambient_sound,ambient,4,Es schlug zwei Uhr,"schlagen, Uhr"
409,"Fontane, Theodor",Effi Briest,17,69,character_sound,Crampas,3,Crampas verabschiedete sich,verabschieden
410,"Fontane, Theodor",Effi Briest,17,69,character_sound,Effi,4,aber mit einemmale mußte sie wieder lachen,"einemmale, müssen, lachen"
411,"Fontane, Theodor",Effi Briest,17,69,character_sound,Effi,3,um ihn schon im Flur zu begrüßen,"Flur, begrüßen"
412,"Fontane, Theodor",Effi Briest,17,69,character_sound,Crampas,3,was Crampas gesagt hatte,"sagen, haben"
413,"Fontane, Theodor",Effi Briest,17,69,character_sound,Innstetten,3,und ließ sich unbefangen von ihm erzählen,"lassen, unbefangen, erzählen"
414,"Fontane, Theodor",Effi Briest,17,non-scene,ambient_sound,ambient,4,und der bis zum Sturm sich steigernde Nordwester stand anderthalb Tag lang so hart auf die Molen,"Sturm, steigernd, Nordwester, stehen, Tag, Mole"
415,"Fontane, Theodor",Effi Briest,17,70,ambient_sound,ambient,2,Aber nachdem sich's ausgetobt,
416,"Fontane, Theodor",Effi Briest,17,70,ambient_sound,ambient,1,legte sich das Unwetter,"legen, Unwetter"
417,"Fontane, Theodor",Effi Briest,17,70,character_sound,Effi,3,sagte Effi zu Crampas,sagen
418,"Fontane, Theodor",Effi Briest,17,70,character_sound,Effi,3,und noch im Aufsteigen Innstetten entschuldigte,"Aufsteigen, Innstett, entschuldigen"
419,"Fontane, Theodor",Effi Briest,17,70,character_sound,Crampas,3,Crampas sprach sein Bedauern aus,"sprechen, bedauern"
420,"Fontane, Theodor",Effi Briest,17,70,character_sound,Effi,4,lachte Effi,lacht
421,"Fontane, Theodor",Effi Briest,17,70,character_sound,Effi,3,Und jetzt sag ich,sagen
422,"Fontane, Theodor",Effi Briest,17,70,character_sound,Crampas,1,und er berührte leise ihre Hand,"berühren, Hand"
423,"Fontane, Theodor",Effi Briest,17,71,ambient_sound,ambient,3,und die Brandung ging hoch,"Brandung, gehen"
424,"Fontane, Theodor",Effi Briest,17,71,character_sound,Effi,3,wie sie die Namen aussprach,"Name, aussprechen"
425,"Fontane, Theodor",Effi Briest,17,71,character_sound,Rollo,4,Rollo schlug an,schlagen
426,"Fontane, Theodor",Effi Briest,17,71,ambient_sound,ambient,3,da hört man auf der Treppe draußen einen Aufschrei der entsetzten Dienerschaften,"hören, Treppe, Aufschrei, entsetzt, Dienerschaft"
427,"Fontane, Theodor",Effi Briest,17,71,character_sound,Effi,0,Effi war ganz still geworden,"sein, werden"
428,"Fontane, Theodor",Effi Briest,17,71,character_sound,Effi,3,Endlich sagte sie,sagen
429,"Fontane, Theodor",Effi Briest,17,71,character_sound,Crampas,3,sagte Crampas,sagen
430,"Fontane, Theodor",Effi Briest,17,71,character_sound,Effi,4,Dann lachte sie,lachen
431,"Fontane, Theodor",Effi Briest,17,71,character_sound,Crampas,3,Nur das muß ich Ihnen doch sagen dürfen,"müssen, sagen, dürfen"
432,"Fontane, Theodor",Effi Briest,17,71,character_sound,Effi,3,die Sie mir dabei zudiktieren,zudiktieren
433,"Fontane, Theodor",Effi Briest,18,non-scene,character_sound,Innstetten,3,daß Innstetten ihr mitteilte,"Innstett, mitteilen"
434,"Fontane, Theodor",Effi Briest,18,non-scene,character_sound,Innstetten,3,Er führte das noch weiter aus,führen
435,"Fontane, Theodor",Effi Briest,18,non-scene,character_sound,Innstetten,3,und fügte hinzu,fügen
436,"Fontane, Theodor",Effi Briest,18,non-scene,character_sound,Effi,3,antwortete mit einer gewissen Gezwungenheit,"antworten, gewiß, Gezwungenheit"
437,"Fontane, Theodor",Effi Briest,18,non-scene,character_sound,Innstetten,3,und fuhr fort,fahren
438,"Fontane, Theodor",Effi Briest,18,72,character_sound,Gieshübler,3,"nahm Gieshübler die Gelegenheit wahr, mit Effi, die die Rolle der Ella spielen sollte, darüber zu sprechen","nehmen, Gieshübler, Gelegenheit, Rolle, spielen, sollen, sprechen"
439,"Fontane, Theodor",Effi Briest,18,72,character_sound,Effi,3,"so fragte sie doch, inmitten ihrer freudigen Erregung","fragen, freudig, Erregung"
440,"Fontane, Theodor",Effi Briest,18,72,character_sound,Gieshübler,3,wiederholte Gieshübler,"wiederholen, Gieshübler"
441,"Fontane, Theodor",Effi Briest,18,72,character_sound,Effi,3,Sie sprach noch so weiter,sprechen
442,"Fontane, Theodor",Effi Briest,18,72,character_sound,Effi,3,und verwickelte sich immer mehr in Widersprüche,"verwickeln, Widerspruch"
443,"Fontane, Theodor",Effi Briest,18,non-scene,ambient_sound,ambient,4,"die Mitspielenden, vor allem Effi, ernteten reichen Beifall","Mitspielend, erntet, reich, Beifall"
444,"Fontane, Theodor",Effi Briest,18,non-scene,character_sound,Crampas,3,so wenig hatte er auf den Proben in Effi's Spiel hineingeredet,"haben, Probe, Effi, Spiel, hineingereden"
445,"Fontane, Theodor",Effi Briest,18,73,character_sound,Johanna,3,erzählte Johanna,erzählen
446,"Fontane, Theodor",Effi Briest,18,73,character_sound,Innstetten,3,der noch plaudern wollte,"plaudern, wollen"
447,"Fontane, Theodor",Effi Briest,18,73,character_sound,Effi,3,ich bitte Dich,bitte
448,"Fontane, Theodor",Effi Briest,18,73,character_sound,Innstetten,3,daß Du mir das sagst,sagen
449,"Fontane, Theodor",Effi Briest,18,73,character_sound,Effi,3,Dann sagte sie,sagen
450,"Fontane, Theodor",Effi Briest,18,73,character_sound,Crampas,3,die ihr Crampas über ihren Mann als » Erzieher « gesagt hatte,"Mann, Erzieher, sagen, haben"
451,"Fontane, Theodor",Effi Briest,18,non-scene,character_sound,Effi,3,Auch Effi sprach viel,sprechen
452,"Fontane, Theodor",Effi Briest,18,non-scene,character_sound,Effi,4,und lachte viel,lachen
